text,label1,label2,label3,labeled_list
"Boa noite. Hoje estou com muita dor atrás do joelho, são pontadas. Alguém já teve isso?",curiosidade,nan,nan,['curiosidade']
"Olá, bom dia, amigos. Meu cabelo está caindo, alguém me indica um remédio caseiro, por favor?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
Alguém sabe dizer se é comum o diabético ter diarreia com frequência? E qual o motivo? E qual o controle para isso?,curiosidade,nan,nan,['curiosidade']
"Se uma mulher é pré-diabética, toma Glifage e descobre que está grávida, continua tomando?",curiosidade,nan,nan,['curiosidade']
"Gente, vocês já tomaram suco de graviola? Faz mal? Tomei em jejum e a medidade de 111 foi para 562, não entendi. Será que o aparelho deu problema?",confusão,curiosidade,nervosismo,"['confusão', 'curiosidade', 'nervosismo']"
Qual a maior dificuldade de conviver com a diabetes?,curiosidade,nan,nan,['curiosidade']
"Gente, boa noite. O que vocês comem antes de fazer caminhada? Já que não pode banana.",curiosidade,nan,nan,['curiosidade']
Pão também me deixa bem em dúvida. Melhor o francês? Faz muita diferença o integral? E de forma? Qual o melhor para uma criança de 4 anos?,curiosidade,nan,nan,['curiosidade']
Glicose 147 em jejum é normal? Tomo Metformina 850 após o almoço e o jantar.,curiosidade,nan,nan,['curiosidade']
"Bom dia, pessoal, eu preciso de orientação. Tem dois meses que eu faço caminhada todos os dias. 1 hora e 20 minutos por dia, todos os dias, e melhorei minha alimentação na medida do possível, porém não consegui emagrecer um grama sequer. Por quê? Alguém sabe? Obrigado!",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
Sou diabética e não costumo tomar adoçante. O que eu faço?,curiosidade,nan,nan,['curiosidade']
"Boa noite, grupo. Sou novata aqui no grupo, gostaria de saber se stugerom faz mal pra diabético. Eu estou sentindo muita tontura, medi agora à noite e está 89.",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Almoço de hoje: jiló com cebola e tomate, angu, coxinha de frango e batata com carne seca e cebolinha.",neutro,nan,nan,['neutro']
Olá! Como vou saber se o aparelho de medir a glicemia está com defeito?,curiosidade,nan,nan,['curiosidade']
Diabético pode comer trigo? Aquele que usa para fazer quibe.,curiosidade,nan,nan,['curiosidade']
Farinha de arroz para um bolo pode ou não?,curiosidade,nan,nan,['curiosidade']
"Gente, 73 depois do café da manhã é baixa demais? O que vocês acham?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Olá, boa noite, galera. Ontem eu entrei neste grupo pela primeira vez. Pessoal, gostaria de saber quem de vocês, diabéticos, toma chá de ervas e sente algo de reação. Porque eu não posso tomar nada quente, que passo mal. E agora só tomo gelado. É normal ou não?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
Eu posso comer leitão a pururuca?,curiosidade,nan,nan,['curiosidade']
"Eu gostaria de saber o que diabético pode ou não pode comer, estou muito magra e queria engordar um pouco.",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
Existe algum doce que o diabético pode comer? Sinto muita falta!,curiosidade,desejo,nan,"['curiosidade', 'desejo']"
"Eu também estava triste, pois estava tomando Glifage de 800 mg e a glicemia sempre estava acima de 280–300. Indicaram o Diamicron e, graças a Deus, estou com 99 a 150.",alívio,nan,nan,['alívio']
"Meu esposo é diabético tipo 1 há 30 anos. Ele tem sentido formigamento nas mãos. Nos pés, não. Mas ando preocupada com as mãos.",nervosismo,medo,nan,"['nervosismo', 'medo']"
Será que quem é diabético pode comer o chicletes Trident?,curiosidade,nan,nan,['curiosidade']
Quem está com a glicose controlada aí?,curiosidade,nan,nan,['curiosidade']
"Boa tarde. Alguém sabe me informar por que a glicemia está sempre mais elevada pela manhã e, pela tarde, normaliza?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Doutor, a neuropatia pode chegar ao coração?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
O que é diabetes glicada?,curiosidade,nan,nan,['curiosidade']
"Boa noite, pessoal. Estou com a língua, parece que queimada com algo quente, mas o pior é que não queimei, por que será essa sensação, alguém sabe?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Assim como eu, minha mãe é DM2, ultimamente ela está sentindo muita fraqueza, apesar da idade dela, 63 anos. O que devo fazer pra tentar melhorar isso? Alguém pode me ajudar?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Podem me ajudar? Fui ao médico e minha glicose estava 269, comecei tomar remédio e 1 mês depois, 145. Tenho que voltar esse mês, mas tenho um aparelho que o médico me indicou comprar. Hoje pela manhã estava 135 e à noite, 86. Minha dúvida é: é normal esse resultado?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
Diabéticos podem comer inhame?,curiosidade,nan,nan,['curiosidade']
Vocês sentem muita dor no corpo? Parece até que fiz uma baita faxina.,curiosidade,nan,nan,['curiosidade']
Boa noite. É verdade que a diabetes tira a vitamina do corpo e nos deixa fracos?,confusão,curiosidade,nan,"['confusão', 'curiosidade']"
Quando a hipoglicemia passa a ser perigosa?,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Tenho diabetes tipo 1, e minha pele está muito ressecada. Me indiquem o que vocês usam, por favor.",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Boa noite, gente. Minha glicose depois do café fica 199, será que é normal? Sou diabética tipo 2, e ainda quase não sei como fazer a dieta. Alguém pode me ajudar?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Alguém pode explicar esta nova leitura de glicose glicada? A minha deu 7,3%.",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Sou diabético tipo 2. Estou acordando com a boca seca, o que será?",curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Alguém acredita em diabetes emocional? Fiz o exame e a glicose deu 239 e o outro deu 11. A médica falou que eu estava diabética, sendo que o outro médico falou que, por eu ficar sem comer, eu iria ficar diabética. Tomo a insulina NPH todo dia à noite e agora fica em torno de 102. Se eu não comer, ela sobe e eu não sinto fome, e quando como, me dá azia ou eu vomito.",confusão,curiosidade,nervosismo,"['confusão', 'curiosidade', 'nervosismo']"
Glifage é a mesma coisa de Metformina?,confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Oi pessoal. Então, eu estou com muito formigamento nas pernas, nem consigo dormir por isso, e agora à noite parece que está queimando. Eu estou pensando em ir no hospital, mas lá se virem que está um pouquinho alta, já me colocam no soro, só isso que sabem fazer. E eu andei hoje meia hora dentro de casa, e estou comendo certo, só que só acrescentou dor na batata das pernas. :(",curiosidade,decepção,nan,"['curiosidade', 'decepção']"
Estou urinando muito e a minha glicose tem se mantido baixa. O que pode ser?,curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Boa noite, gente. O caldo de cana faz aumentar a glicose?",curiosidade,nan,nan,['curiosidade']
"Como é difícil controlar essa diabetes. Se sobe, passo mal; se desce, passo mal. Uma sensação de desmaio. Calor insuportável. Alguém aí também sente calor assim? Está osso!",curiosidade,aborrecimento,desaprovação,"['curiosidade', 'aborrecimento', 'desaprovação']"
"Boa noite. Alguém aqui conseguiu ficar curada(o) da retinopatia diabética? Me conte, por favor.",curiosidade,nan,nan,['curiosidade']
"Boa tarde, meu grupo lindo. Estou neste grupo porque a minha mãe descobriu que tem diabetes há quase um [?]. Para poder entender muita coisa que ela sentia, entrei neste grupo e, graças a Deus, tem me ajudado muito a controlar sua glicemia. Mas há uns [dias?] atrás ela está a reclamar que sente muita dor entre os seios e desce até os seios e fica com aquela dor muito tempo, até chora, gente. Alguém de vocês sente esta dor? Preciso de ajuda.",curiosidade,nervosismo,confusão,"['curiosidade', 'nervosismo', 'confusão']"
"Boa tarde, amigos. Existe algum tipo de açúcar, sem ser o mascavo e adoçantes, que diabéticos podem usar? Adoro um café, mas acabei desistindo de tomar por causa do adoçante e estou sentindo muita dor de cabeça.",curiosidade,desejo,nan,"['curiosidade', 'desejo']"
Essa doença descoberta no início pode ser revertida? Alguém sabe informar se isso é verdade? Rogo a Deus que seja!,curiosidade,nervosismo,nan,"['curiosidade', 'nervosismo']"
"Para quem toma Metformina, Glibenclamida e Losartana, faz mal tomar cerveja?",curiosidade,nan,nan,['curiosidade']
Bom dia a todos. Diabéticos podem beber água com limão em jejum?,curiosidade,nan,nan,['curiosidade']
"Gente, mandioca pode?",curiosidade,nan,nan,['curiosidade']
Como saber se estou com diabetes? Alguém pode me ajudar?,curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Boa noite, grupo! Alguém aqui ficou com alguma sequela devido a hipoglicemia? Qual a experiência de vocês?",curiosidade,nan,nan,['curiosidade']
Alguém pode me dizer se pode comer beterraba?,curiosidade,nan,nan,['curiosidade']
"Sobre alimentação, gostaria de saber se, quando usa a bomba de insulina, pode ter menos restrições na alimentação.",curiosidade,nan,nan,['curiosidade']
Será que podemos tomar o Ivermectina?,curiosidade,nan,nan,['curiosidade']
"Boa tarde! Pessoal, vocês sentem muita coceira no corpo? Eu estou sofrendo. Hidrato ao máximo, mas é difícil.",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Alguém sabe me dizer se é normal sentir enjoo? Fico com mal estar o tempo todo, mas não é enjoo de gravidez, é diferente. Alguém tem isso?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Fui medir à tarde, mas já tinha almoçado, deu 135. É normal ou está alta?",confusão,nervosismo,nan,"['confusão', 'nervosismo']"
"Amigos, tenho notado que toda vez que corto as unhas dos meus pés, as extremidades dos dedos ficam doloridas. Será que é normal, já que sou diabético? Obrigado.",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Fiquei diabético faz 27 anos (já era adulto). Desde então, aumentei o feijão e substituí o arroz por uma banana (não existia o termo ""low carb""), e ganhei no sabor da refeição. A HG tem variado de 6,8 a 7,7 e me sinto satisfeito. Gostaria de algum comentário em relação a alguma contraindição, e/ou possível malefício.",curiosidade,nan,nan,['curiosidade']
"Medi a diabetes agora e deu 335, não abaixa. O que é bom para abaixar pelo menos um pouco?",nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Alguém do grupo poderia me informar se a pessoa diabética pode tomar muito café, sendo com adoçante?",curiosidade,nan,nan,['curiosidade']
"Alguém aqui sabe me falar se pílula de amora altera a diabetes? Porque eu já usava para menopausa, esqueci de perguntar pro médico.",curiosidade,nan,nan,['curiosidade']
Alguém sabe a quantidade de fubá que podemos comer ao dia?,curiosidade,nan,nan,['curiosidade']
"Pessoal, o que vocês me dizem, a batata doce pode comer?",curiosidade,nan,nan,['curiosidade']
O que fazer para não chegar as úlceras. Porque elas não cicatrizam.,curiosidade,nan,nan,['curiosidade']
Diabéticos podem comer carne de porco?,curiosidade,nan,nan,['curiosidade']
"A glicemia está 103 e a médica não falou nada. Não passou remédio, nem orientou quanto à alimentação. Há alguém no grupo com boa orientação/informação para saber se deveria tomar Glifage? Algumas pessoas conhecidas tomaram e não evoluiu para diabetes. Porém, com glicemia menor. Mas esse valor de 103 é alterado?",confusão,nervosismo,curiosidade,"['confusão', 'nervosismo', 'curiosidade']"
"Boa tarde, gente. Alguém sabe o que é bom para resistência a insulina?",curiosidade,nan,nan,['curiosidade']
Qual comida é mais adequada para comer?,curiosidade,nan,nan,['curiosidade']
"Bom dia. Me digam, o diabético pode comer todo tipo de carne? Todos os legumes e frutas? Obrigada.",curiosidade,nan,nan,['curiosidade']
"Gente, quando a pessoa fica com tontura é por que a diabetes está alta demais ou baixa demais? Desde ontem estou me sentindo tonta.",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Boa tarde, alguém no grupo usa óleo de cártamo? Ajudou no controle da glicemia?",curiosidade,nan,nan,['curiosidade']
Alguém que faça contagem de carboidratos?,curiosidade,nan,nan,['curiosidade']
"Boa noite! Estou com uma sensação de estufamento na barriga, ela está dura sem eu comer quase nada. O que pode ser? Alguém indica algo caseiro que possa me aliviar?",curiosidade,nan,nan,['curiosidade']
"Bom dia. Alguém poderia me explicar, ou confirmar, se ter câimbra nos pés seria por pobre circulação de sangue ou outra coisa? Obrigado.",confusão,nan,nan,['confusão']
Gostaria de saber se kefir é bom pra diabéticos.,curiosidade,nan,nan,['curiosidade']
"Bom dia, amigos! Meu estresse não me deixa fazer dieta, me aborreço, me dá uma fome horrível, socorro!",aborrecimento,desaprovação,nan,"['aborrecimento', 'desaprovação']"
"Alguém me tira uma dúvida. A pessoa fica diabética quando criança, aí chega na fase adulta, ele muda de DM1 para DM2, como assim?",confusão,curiosidade,nan,"['confusão', 'curiosidade']"
"Boa noite. Minha diabetes está dando 87, 80 e 78; antes estava 255. Vocês acham que minha diabetes é tipo 2? Será que só com alimentação posso deixar de tomar Glifage?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Para atingir a dose ideal, existem muitos efeitos colaterais dos medicamentos para a dor? Eles são comuns?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
O que percebi é que consumimos muito mais carboidratos do que imaginava. Isso pode ser um agravante para que venhamos a desenvolver diabetes tipo 2 ao longo da vida?,curiosidade,percepção,confusão,"['curiosidade', 'percepção', 'confusão']"
Boa noite! A ozonioterapia é eficiente para tratamento pé diabético?,curiosidade,nan,nan,['curiosidade']
"Estou ficando inchada depois de um dia comendo. As mãos, o rosto. O que pode ser?",curiosidade,confusão,nan,"['curiosidade', 'confusão']"
"Boa tarde, gostaria de saber se posso extrair dentes. A diabetes não está muito controlada.",curiosidade,medo,nan,"['curiosidade', 'medo']"
Podemos comer batata inglesa?,curiosidade,nan,nan,['curiosidade']
"Úlceras no pé, já tentamos de tudo e não fecha. O que fazer? Alguém já passou por isso?",curiosidade,aborrecimento,confusão,"['curiosidade', 'aborrecimento', 'confusão']"
É aconselhável comer farinha de milho?,curiosidade,nan,nan,['curiosidade']
"Boa noite. Alguém do grupo consegue deixar a glicemia normal, sem tomar remédio? Apenas com alimentação e exercícios?",curiosidade,nan,nan,['curiosidade']
"Bom dia, doces amigos. Hoje percebi que perdi a sensibilidade dos calcanhares, estou preocupada. Será que tem a ver com a diabetes? Alguém sabe me informar? Algum de vocês já passou por isso?",confusão,medo,curiosidade,"['confusão', 'medo', 'curiosidade']"
O que será essas pelotas na minha perna? Minha diabetes é alta.,nervosismo,curiosidade,nan,"['nervosismo', 'curiosidade']"
"Antes da aula de educação física, o que é recomendado para que não tenha hiper ou hipoglicemia?",curiosidade,nan,nan,['curiosidade']
"Medi agora minha glicose, deu 137. Faz mais de 2 horas do almoço e ainda não merendei, será que está alta?",curiosidade,nan,nan,['curiosidade']
"Bom dia pra nós do grupo. Gente, meu pé direito está inchando, o que pode ser? Por favor, me ajude. O que devo fazer? Sou diabética tipo 2, descobri há 5 meses, estou tentando me acostumar com tudo isso, pois tenho muita dor no quadril. Já fiz ultrassom e não deu nada, não entendo essa dor, muita dor mesmo, tira meu chão. Obrigada, beijos a todos.",aborrecimento,confusão,medo,"['aborrecimento', 'confusão', 'medo']"
"Quais tipos de verduras, frutas e lanches da tarde e café da manhã são recomendados?",curiosidade,nan,nan,['curiosidade']
Sobre medição. É importante? Devo medir?,confusão,curiosidade,nan,"['confusão', 'curiosidade']"
Boa noite. Estou com com sensação de que tem algo estranho com meu ouvido. Pode ser da diabetes ou da sinusite? Estou impaciente com isso.,aborrecimento,confusão,curiosidade,"['aborrecimento', 'confusão', 'curiosidade']"
Posso comer 2 fatias de pão integral no café da manhã?,curiosidade,nan,nan,['curiosidade']
"Boa tarde. Entrei no grupo para ajudar meu tio, para saber sobre os alimentos  que podem ser consumidos pelos diabéticos. Ele tem 80 anos.",curiosidade,zelo,nan,"['curiosidade', 'zelo']"
Boa noite. Alguém toma cerveja puro malte? Será que sobe muito a glicose?,curiosidade,nan,nan,['curiosidade']
"Bom dia, podem tirar uma dúvida? Medi minha glicose hoje de manhã em jejum e deu 160; não comi nada ainda e fui medir de novo, deu 190. Isso é normal ou pode ser ansiedade? Obrigado.",confusão,nervosismo,curiosidade,"['confusão', 'nervosismo', 'curiosidade']"
"Estou com a diabetes muito alta, tenho doença renal crônica, faço regime e caminhada e tomo insulina. Já passei para o médico e ele aumentou a dose da insulina e nada de abaixar. Estou tomando pau-tenente, mas sem resultado. Não sei o que fazer. Hoje pela manhã medi 289.",medo,aborrecimento,nervosismo,"['medo', 'aborrecimento', 'nervosismo']"
"Boa noite, vocês também ficam com as pontas dos dedos da mão doendo de tanto que furam para verificar a glicemia?",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Gente, alguém sabe me dizer qual açúcar o diabético pode usar? Eu não aguento mais meu marido reclamar de tudo, alguém pode indicar?",curiosidade,aborrecimento,nan,"['curiosidade', 'aborrecimento']"
"Boa noite! Tomo Glifage 500 mg há anos e, sempre que faço os exames de rotina, a minha glicose dá 127. Fiz essa semana e peguei o resultado, deu 300. Alguém já passou por isso?",medo,curiosidade,nervosismo,"['medo', 'curiosidade', 'nervosismo']"
"Pessoal, o médico ontem me passou Glifage, disse que continuo pré-diabética, meus exames na pós-pandrial deram um pouco altos. Em jejum, 99. Tomei ontem à noite e me deu diarreia hoje, e tive insônia. É assim mesmo? Grata desde já. São 2 comprimidos no jantar, achei muito.",curiosidade,desaprovação,curiosidade,"['curiosidade', 'desaprovação', 'curiosidade']"
"Muita dor na nuca, medi a pressão, 13/8, diabetes 148. Não sei o que está acontecendo, tô muito mal, atordoada, muita dor.",nan,tristeza,confusão,"['tristeza', 'confusão']"
"Boa noite. Por favor, preciso da ajuda de vocês. Desde segunda-feira comecei a sentir os meus dedos dos pés [?], será que a minha glicemia está alta? Ajudem-me, tenho consulta no dia 10.",nan,nervosismo,curiosidade,"['nervosismo', 'curiosidade']"
"Meu estômago embrulha muito, será que é da diabetes?",nan,aborrecimento,curiosidade,"['aborrecimento', 'curiosidade']"
"Boa tarde. Quanto tempo leva para atingir o pico glicêmico, e qual seria o valor máximo para um não diabético?",curiosidade,nan,nan,['curiosidade']
"Gente, farofa de feijão de corda pode?",nan,curiosidade,nan,['curiosidade']
"Bom dia, alguém no grupo usa a pulseira para diabético? Como funciona?",nan,curiosidade,nan,['curiosidade']
"Bom dia! Tenho passado muito mal pela manhã. Agora comecei a sentir dor de cabeça, hora a pressão está baixa ou normal. É normal? E porque isso acontece? Ainda vou passar no médico. A glicemia oscila muito no percorrer do dia! É assim mesmo? Espero que ele me ajude.",nan,nervosismo,curiosidade,"['nervosismo', 'curiosidade']"
"Gostaria de saber qual seria a melhor maneira ou medicamento para melhorar a gordura no fígado, também causada pelos remédios para diabetes. Obrigada.",nan,curiosidade,nan,['curiosidade']
"Sou diabética tipo 2, tenho muito ressecamento nos pés e mãos.",nan,aborrecimento,nan,['aborrecimento']
"Gente, gengibre altera muito a glicose? Ontem eu tomei um suco de limão, maçã, cenoura e gengibre. À noite fiquei com urgência de ir ao banheiro toda hora. Será o gengibre?",nan,curiosidade,nan,['curiosidade']
"Boa noite! Gente, alguém sabe informar se diabéticos podem fazer uso do pimentão? Porque hoje uma pessoa falou que não poderia.",curiosidade,nan,nan,['curiosidade']
"Minha glicose após o café deu 131. Almocei agora, sem fome nenhuma, depois me deu uma suadeira, será que tem algo errado?",nan,curiosidade,nan,['curiosidade']
"Bom dia, povo abençoado! Quando a gente tem dor de cabeça constante, qual é o melhor calmante?",nan,curiosidade,nan,['curiosidade']
Diabético pode comer cuscuz?,nan,curiosidade,nan,['curiosidade']
"Em relação aos chás, é preciso fazer a contagem de carboidratos?",curiosidade,nan,nan,['curiosidade']
Bom dia! Alguém usa chia?,nan,curiosidade,nan,['curiosidade']
"Olá, boa noite. Chá de louro com cravo auxilia no controle da glicemia?",nan,curiosidade,nan,['curiosidade']
"Meu Deus, alguém aqui sabe me dizer um bom remédio para coceira? Dizem que é da diabetes, já não sei mais o que fazer.",nan,curiosidade,aborrecimento,"['curiosidade', 'aborrecimento']"
Estou tomando medicação e estou me sentindo mal. Muito enjôo e acho que pressão. Isso é normal no começo?,nan,nervosismo,curiosidade,"['nervosismo', 'curiosidade']"
"Boa tarde a todos. Gente, me contem sobre o uso de frutas na alimentação, se comer em excesso é prejudicial, ou o doce das frutas não interfere?",nan,confusão,curiosidade,"['confusão', 'curiosidade']"
"Meu hemograma deu isso, alguém sabe dizer se está bom ou ruim?",nan,confusão,curiosidade,"['confusão', 'curiosidade']"
"Bom dia, grupo. Fiz o exame e o resultado foi 119. 8, isso já é um inicio do diabetes?",nan,nervosismo,curiosidade,"['nervosismo', 'curiosidade']"
"Bom dia, alguém sabe me informar a diferença entre o Glifage e o Jardiance?",curiosidade,nan,nan,['curiosidade']
Boa tarde gente! O apetite sexual de vocês também é afetado por conta do diabetes?,nan,decepção,curiosidade,"['decepção', 'curiosidade']"
"Fui ao médico hoje de novo, mostrei alguns exames que tinha feito e ela disse que estou com imunidade baixíssima e quarenta milhões de infecções. Deu mais antibiótico e pediu mais exames. E quanto ao peso, estou de regime e não emagreci, engordei comendo só proteína, folha e frutas. Estou muito triste.",tristeza,tristeza,nan,"['tristeza', 'tristeza']"
"Para um idoso, até quanto é a medida razoável de glicemia?",curiosidade,curiosidade,nan,"['curiosidade', 'curiosidade']"
"Leite integral com banana batido no liquidificador com chia e linhaça, pode?",nan,curiosidade,nan,['curiosidade']
"Minha hemoglobina glicada deu 13,50. O que vocês acham? Não entendo muito.",nan,curiosidade,confusão,"['curiosidade', 'confusão']"
"Gente, a glicemia em jejum está 99 e minha visão está parecendo um aquário nesta manhã, então não é da glicemia alta. Por que isso? Acontece com você também?",curiosidade,nan,nan,['curiosidade']
Gostaria de saber se é verdade que os exercícios físicos não ajudam a abaixar a diabetes.,nan,nan,nan,['neutro']
"Estava com a diabetes e pressão alta, tomei os remédios e uma cerveja e fiquei ótima! kkkk",alegria,nan,nan,['alegria']
"Diabetes causa pedra nos rins, o famoso cálculo renal? Alguém sabe responder?",nan,nan,nan,['neutro']
"Meu filho com DM1 tem 15 anos. Ele tem cantinhos de unha encravados. Na última vez que cortei a unha, ela infeccionou. O que fazer quando isto acontece?",nan,nan,nan,['neutro']
"Estou feliz por participar desse grupo! Todos os dias, eu vejo as publicações!",alegria,nan,nan,['alegria']
Alguém me diz se 84 é normal ou baixa? Obrigado,curiosidade,nan,nan,['curiosidade']
"Boa noite, amigos! Sou nova aqui no grupo, gostaria de saber se alguém aqui faz uso do remédio Janumet XR. Pois estou usando.",curiosidade,nan,nan,['curiosidade']
"Boa noite! Hoje tem uma semana que eu mudei minha insulina, antes eu tomava a NPH e regular + metformina. Devido às oscilações que eu estava tendo com a NPH, a endocrinologista substituiu pela insulina Glargina (Lantus). Somente ela, só que minha glicose não abaixa, ou melhor, não se mantém baixa. Ela só abaixa após 5 horas que eu como em jejum, geralmente fica em torno de 96 por 108. Tomo café, café puro e como 1 pão sem miolo, 2 horas após já vai pra 250, 5 horas após cai pra 140. Almocei e agora medi, está 295. Alguém do grupo toma essa insulina (Lantus), somente ela, ou toma ela e mais alguma? Será que precisa tomar mais alguma? Por favor, quem puder me orientar, fico agradecida.",nan,aborrecimento,curiosidade,"['aborrecimento', 'curiosidade']"
"Boa noite, gente. Eu sou nova aqui e eu, quando tinha 13 anos, minha diabetes era 94, 98 e não passava disso. Aí segunda passada, sem ser essa semana, a outra, tava em 157, o enfermeiro disse pra mim ir lá em jejum. Enfim, é normal?",nan,nan,nan,['neutro']
Alguém já tomou suco de cenoura com limão? É muito bom.,nan,nan,nan,['neutro']
"Gente, chá de folhas de manga ou de goiaba faz baixar a glicemia?",nan,nan,nan,['neutro']
Algumas de vocês já tiveram machucado na região íntima por causa do diabetes? O que usaram?,nan,nan,nan,['neutro']
"Eu sei que macarronada aumenta a diabetes! Macarrão ao alho e óleo, será que pode?",nan,nan,nan,['neutro']
"Boa noite, estou precisando de um conselho. Sou diabética tipo 2 e ando sofrendo, há vários dias,  com dor no dente; pra ser mais clara, um canal quebrou e as dores são quase insuportáveis. Consegui um atendimento para amanhã, mas a dentista não sabe que sou diabética. Minha grande dúvida é dizer ou não, alguns que já procurei não quiseram me atender, por ser perigoso. E eu não consigo encontrar um dentista especialistas em diabetes.",nan,nan,nan,['neutro']
O que podemos fazer para aliviar os rins?,curiosidade,nan,nan,['curiosidade']
Ter as extremidades muito frias pode ser sinal de neuropatia?,nan,nan,nan,['neutro']
"Migas tem uns 3 dias que estou com a glicose alta e baixa. Não queria ir ao pronto atendimento, porque chega lá e não resolve nada. Mas ontem eu estava só querendo cama, não queria comer, meu fígado estava pedindo socorro. Emfim, quando deu 7 horas da noite, a glicose estava 147, eu dormia em pé, boca seca e lá fui eu. O médico disse que era normal, passou soro com remédio para dor no soro. Fui e voltei triste para casa, só disse: ""Deus estou em suas mãos!""",tristeza,nan,nan,['tristeza']
"Estou em regime, mas hoje comi 3 pedaços de torta de legumes e espinafre com frango. Mas o problema é a farinha branca, porque já não estou comendo arroz e feijão, só salada, mas me sinto culpada pela farinha branca. Muito triste ser fraco.",tristeza,nan,nan,['tristeza']
Quem tem o diabetes mellitus 2 pode comer aipim cozido?,curiosidade,nan,nan,['curiosidade']
O que podemos comer no café da tarde?,nan,nan,nan,['neutro']
Diabético pode beber chá mate?,nan,nan,nan,['neutro']
Insulina engorda muito por quê?,nan,nan,nan,['neutro']
"Pessoal, o que vocês usam para adoçar as coisas?",curiosidade,nan,nan,['curiosidade']
Alguém sente dormência nos dedos dos pés? Minha glicose em jejum é 133. Isso é porque está alta? Ou o contrário?,nan,nan,nan,['neutro']
"Bom dia, pessoal. Será que posso comer melancia?",nan,nan,nan,['neutro']
"Pessoal, criei um Instagram de receitas para diabéticos. Tem pouca coisa ainda, mas logo posto mais. Vocês gostariam de seguir? Vou deixar o link nos comentários 🥰",nan,nan,nan,['neutro']
Qual é a medida ideal de gicemia ao se aferir?,nan,nan,nan,['neutro']
Como se vê o ácido tióctico como elemento no arsenal terapêutico no tratamento da ND?,nan,nan,nan,['neutro']
Pode comer fígado de boi?,nan,nan,nan,['neutro']
"Descobri a diabetes há 3 meses, meu açúcar estava em 309 e a glicada em 12,5. Comecei a tomar insulina 30 unidades, abaixou para 24, depois para 18, agora 16. Meu açúcar não passa de 150, vivo o tempo inteiro com hipoglicemia. Isso é normal? Mesmo comendo pão, macarrão e bolo.",nan,nan,nan,['neutro']
"Boa noite, pessoal. Sou nova no grupo, e estou feliz por encontrar este grupo. A tapioca é boa ou ruim para o diabético?",curiosidade,nan,nan,['curiosidade']
O que é bom pra circulação?,curiosidade,nan,nan,['curiosidade']
Bom dia. Hoje a diabetes está em 350 e não quer abaixar. O que faço?,nan,nan,nan,['neutro']
Bem assim mesmo. Depois a gente toma muita água e corrige com insulina pelo resto da vida!,aborrecimento,nan,nan,['aborrecimento']
Podemos comer mocotó?,nan,nan,nan,['neutro']
Pode tomar caldo de feijão?,nan,nan,nan,['neutro']
Quem tem diabetes sente dor de cabeça?,nan,nan,nan,['neutro']
Podemos tomar energético?,curiosidade,nan,nan,['curiosidade']
Diabético pode fazer jejum intermitente?,curiosidade,nan,nan,['curiosidade']
"É normal ter diabetes gestacional e ter muita dor de cabeça, e a vista ficar um pouco embaçada?",nan,nan,nan,['neutro']
"Estou gestante e sou diabética. Ontem, por teimosia, comi um pão francês com Nescau. Passei tão mal. O melhor é comer coisas saudáveis, por você e pela criança.",nan,nan,nan,['neutro']
"Alguém passa mal com enjoo, vômitos e dor no estômago com o uso da Metformina?",nan,nan,nan,['neutro']
"Por gentileza, me confirmem esse procedimento: depois que você mede na mesma fita onde está o sangue, você pinga esse líquido ainda dentro do aparelho ou você tira a fita e volta no aparelho para saber se bate a mesma medida que deu antes, normal? Me expliquem, por favor. Grata.",confusão,nan,nan,['confusão']
O açaí sobe muito a glicemia?,nan,nan,nan,['neutro']
